source,target,commodity_code,weight
IN,IA,12,224631.39695358276
IN,KY,12,20233192.26964569
IN,MI,12,1385161.820716858
IN,OH,12,15471493.983062744
IN,PA,12,1709442.379196167
IN,TN,12,647466.9870910645
IN,TX,12,844522.398223877
IN,WV,12,29887863.16485691
IA,IL,12,55866925.56115723
IA,IN,12,1536115.2358398438
IA,MI,12,1470154.0
IA,MN,12,61010776.935913086
IA,MO,12,11390569.33215332
IA,NE,12,56505444.55485535
IA,NC,12,1469536.023223877
IA,ND,12,929722.8405761719
IA,OH,12,605504.3806152344
IA,SD,12,10503606.855621338
IA,WI,12,14485715.507202148
KS,MO,12,12900397.719539642
KS,NE,12,367420.2953796387
KS,OK,12,4375222.702316284
KS,TX,12,142126.70320129395
KY,AL,12,1225163.2995958328
KY,IL,12,424687.61296081543
KY,IN,12,587358.0085449219
KY,LA,12,42224302.29202747
KY,MS,12,29100861.870531082
KY,OH,12,9459807.403404236
KY,PA,12,4629.5001220703125
KY,TN,12,5604020.759242058
KY,TX,12,461131.6146392822
KY,WV,12,19008676.702293396
LA,MS,12,303556.50065612793
LA,TX,12,42735.0
ME,NH,12,3310162.624633789
MD,AL,12,241376.09536743164
MD,CO,12,798.0
MD,DE,12,13441373.71218872
MD,FL,12,128.39999771118164
MD,IA,12,902.0
MD,NJ,12,841002.9913711548
MD,NY,12,123520.0
MD,PA,12,8846875.890045166
MD,SC,12,209301.59729003906
MD,VA,12,718646.7180328369
MD,WV,12,1339159.3122558594
MA,CT,12,7109856.90732193
MA,NH,12,441213.3003025055
MA,NJ,12,11040.0
MA,NY,12,54343.50135803223
MA,RI,12,1611835.0123596191
MA,VT,12,75043.80107116699
MI,IL,12,8135107.112091064
MI,IN,12,28803039.008203506
MI,MN,12,5948626.906965256
MI,OH,12,39270011.36439896
MI,WI,12,8937367.811759949
MN,IL,12,1337109.626953125
MN,ND,12,7384446.900314331
MN,SD,12,4177663.182571411
MS,GA,12,319505.4952697754
MS,LA,12,2049036.0577392578
MS,TN,12,27648.000411987305
MO,AR,12,1252409.4969177246
MO,GA,12,166611.00448608398
MO,IL,12,5253809.7015686035
MO,IN,12,167590.19381713867
MO,KS,12,15339978.26903534
MO,KY,12,824571.4166870117
MO,MS,12,1565647.2272949219
MO,NM,12,314745.8885498047
MO,OH,12,167157.90618896484
MO,OK,12,704583.0
MO,SC,12,202903.09725952148
MO,TN,12,201020.0
MO,TX,12,419367.2864379883
MT,ND,12,11727325.268218994
MT,WY,12,9125704.637451172
NE,CO,12,2012057.5858154297
NE,IA,12,6218566.205688477
NE,KS,12,15372976.877441406
NE,MO,12,7127884.047119141
NE,SD,12,1683263.9956054688
NV,AZ,12,36089.90045928955
NV,CA,12,208571.49844360352
NV,UT,12,341842.40074157715
NH,IL,12,1313.9999771118164
NH,ME,12,87118.39916992188
NH,MA,12,3402994.8054008484
NH,VT,12,239365.60211753845
NJ,CT,12,1462432.8807983398
NJ,NY,12,22240708.236930847
NJ,NC,12,195095.69708251953
NJ,PA,12,4201444.800994873
NM,AZ,12,356505.609375
NY,NJ,12,2220996.793395996
NY,OH,12,275305.8112792969
NY,PA,12,4524161.239200592
NY,VA,12,69910.99976348877
NY,WI,12,179423.00354003906
NC,AZ,12,155176.0
NC,FL,12,19074995.662872314
NC,GA,12,77454440.12809753
NC,IL,12,203507.29748535156
NC,IN,12,208166.70762634277
NC,KY,12,414369.89234924316
NC,MD,12,577241.2940368652
NC,MI,12,1910696.6960449219
NC,MO,12,169862.79740142822
NC,NJ,12,15669904.63796997
NC,NY,12,232844.99130249023
NC,OH,12,204745.4076385498
NC,PA,12,703918.8087387085
NC,SC,12,9322440.795471191
NC,TN,12,509051.9013824463
NC,TX,12,695696.8023376465
NC,VA,12,11700464.205200195
NC,WV,12,114979.19567871094
NC,WI,12,1407532.1938343048
ND,MN,12,1557696.8938903809
ND,SD,12,1584947.1850585938
OH,AL,12,22533.0
OH,ID,12,59845.5
OH,IL,12,245749.3950805664
OH,IN,12,367370.10514831543
OH,KY,12,7793259.072402954
OH,MI,12,2068618.361606598
OH,MO,12,884070.0645751953
OH,NY,12,2555520.7685546875
OH,NC,12,40931.5
OH,PA,12,9039404.658630371
OH,WV,12,4117742.6253814697
OK,AR,12,324154.81117248535
OK,KS,12,914022.5064468384
OK,LA,12,1049462.397731781
OK,MO,12,30069.599182128906
OK,NE,12,50405.402252197266
OK,OH,12,410396.20849609375
OK,TX,12,49402747.55553436
OR,CA,12,10140444.288238525
OR,WA,12,6325208.088912964
PA,AL,12,12825023.546676636
PA,CA,12,641489.0006866455
PA,DE,12,10838829.96900177
PA,FL,12,1028667.1259307861
PA,GA,12,4140357.9615478516
PA,IL,12,315222.7091369629
PA,KS,12,212612.59405517578
PA,LA,12,147498.0
PA,MD,12,41487101.24612427
PA,NE,12,237467.19061279297
PA,NJ,12,48496634.97048187
PA,NY,12,6397795.480255127
PA,OH,12,8083170.641769409
PA,TN,12,1297185.8354949951
PA,TX,12,568095.0
PA,UT,12,98584.39610290527
PA,VA,12,442265.995262146
PA,WV,12,4628780.680923462
RI,CT,12,712107.0031890869
RI,MA,12,4500878.099121094
RI,NY,12,733013.8802185059
SC,GA,12,1030819.705039978
SC,NC,12,198793.6976776123
SC,TN,12,1955287.7059707642
SC,TX,12,528809.1889877319
SC,WI,12,1342504.3376312256
SD,MN,12,640428.1969909668
TN,AL,12,5000488.268615723
TN,AR,12,738406.375
TN,CO,12,387423.5
TN,GA,12,19832572.88711548
TN,IN,12,3271796.4584960938
TN,KY,12,11181194.709350586
TN,LA,12,757618.4167480469
TN,MS,12,4320538.625804901
TN,NC,12,77605802.381073
TN,OH,12,39678.99976730347
TN,PA,12,1153662.3841552734
TN,SC,12,19254785.90411377
TN,VA,12,4179453.768218994
TN,WV,12,1550634.1138916016
TX,AR,12,284142.00341796875
TX,CA,12,612160.7003173828
TX,LA,12,4324602.041934967
TX,MO,12,4078965.650390625
TX,NM,12,1208459.0075683594
TX,NC,12,30391061.04498291
TX,OK,12,3586713.3786621094
UT,ID,12,813685.4864501953
UT,NV,12,411787.5948486328
VT,AL,12,13577527.91241455
VT,AR,12,2069243.4290771484
VT,CT,12,692257.4798583984
VT,DE,12,1052151.2153320312
VT,GA,12,1901919.0
VT,IL,12,8672429.41571045
VT,IN,12,9352126.498413086
VT,ME,12,15319183.15485382
VT,MD,12,9047711.511657715
VT,MA,12,7550751.896389008
VT,MI,12,23034411.94946289
VT,MN,12,3694960.8283691406
VT,MS,12,8659187.304199219
VT,MO,12,507941.2145996094
VT,NH,12,2529522.2264404297
VT,NJ,12,21514976.86578369
VT,NY,12,11718982.471092224
VT,NC,12,13948081.244049072
VT,OH,12,18931025.52545166
VT,PA,12,7483201.907409668
VT,RI,12,555360.0158691406
VT,SC,12,12033744.0
VT,TN,12,2597843.2478637695
VT,TX,12,13785156.90991211
VT,VA,12,10986004.218444824
VT,WI,12,2061471.0607910156
VA,AL,12,491637.5930786133
VA,CT,12,76552.20195007324
VA,DC,12,966009.9923095703
VA,FL,12,121945.5
VA,GA,12,2183824.5050735474
VA,IN,12,765946.5003318787
VA,KY,12,1085674.9854354858
VA,MD,12,14028807.403961182
VA,MA,12,153976.99809265137
VA,MI,12,76956.0
VA,MS,12,499427.3999786377
VA,NE,12,48343.80187225342
VA,NJ,12,77666.39901733398
VA,NY,12,893996.9017791748
VA,NC,12,15988825.615085602
VA,OH,12,175141.60168075562
VA,PA,12,615757.7932281494
VA,SC,12,1141448.0959777832
VA,TX,12,581341.1118392944
VA,WV,12,28153532.391593933
WA,CA,12,1100001.3290100098
WA,ID,12,2260232.305973053
WA,OR,12,60938911.815078735
WA,TX,12,703136.5735816956
WV,KY,12,27062.700523376465
WV,MD,12,1013286.7978820801
WV,NC,12,7092927.948303223
WV,OH,12,952496.817451477
WV,PA,12,6056542.200637817
WV,TN,12,94786.5977935791
WV,VA,12,4339963.324829102
WI,IL,12,3878060.7225341797
WI,IA,12,2852773.248779297
WI,MA,12,441868.5
WI,MN,12,127248251.39938354
AL,AR,13,9532588.644525528
AL,CA,13,1020355.6934127808
AL,FL,13,9266781.672380447
AL,GA,13,15595571.148738861
AL,IL,13,8493975.877799988
AL,IN,13,21185805.296195984
AL,IA,13,4058985.660140991
AL,KY,13,3709957.3056488037
AL,LA,13,47198.001136779785
AL,ME,13,111232.09680175781
AL,MI,13,6069764.413208008
AL,MS,13,16177741.32806778
AL,MO,13,5007792.5157547
AL,MT,13,4037194.9084472656
AL,NJ,13,4444177.5
AL,NY,13,19870769.149894714
AL,NC,13,19690855.91962433
AL,OH,13,7971486.255584717
AL,PA,13,8419724.71105957
AL,SC,13,13970649.361579895
AL,TN,13,26141638.002002716
AL,TX,13,22494246.47341919
AL,WA,13,23692.99934387207
AL,WI,13,2748745.003845215
AZ,CA,13,3755092.131378174
AZ,CO,13,200058.60800170898
AZ,NV,13,13163054.353630066
AZ,NM,13,1854693.4976081848
AZ,PA,13,884984.9996261597
AZ,TX,13,5117629.146507263
AR,AL,13,13501.299728393555
AR,AZ,13,84614.39953613281
AR,CA,13,30206.99984741211
AR,CO,13,7997.699676513672
AR,FL,13,3477839.834274292
AR,GA,13,475719.60902404785
AR,IL,13,148796.29417419434
AR,IN,13,1965753.902191162
AR,IA,13,396850.4853210449
AR,KY,13,35155.9992980957
AR,LA,13,518985.4013662338
AR,ME,13,323402.19345092773
AR,MI,13,40947.4983215332
AR,MN,13,101564.39891052246
AR,MS,13,3145052.4754333496
AR,MO,13,1306355.7563476562
AR,MT,13,6907.5
AR,NV,13,6630060.696105957
AR,NJ,13,226942.10649108887
AR,NY,13,8182.399841308594
AR,NC,13,285914.5050201416
AR,OK,13,10735413.399169922
AR,PA,13,1434761.2725219727
AR,TN,13,42741.9991607666
AR,TX,13,3805803.144821167
AR,VA,13,17701.600708007812
AR,WA,13,342530.0982208252
AR,WI,13,21811.20086669922
CA,AL,13,209425.59737205505
CA,AZ,13,34896454.07761383
CA,CO,13,17574237.41252899
CA,CT,13,1073099.089996338
CA,FL,13,953024.388458252
CA,GA,13,1754777.715894699
CA,ID,13,13059293.776237488
CA,IL,13,8587111.122849464
CA,IN,13,598429.8902053833
CA,IA,13,2332616.838180542
CA,KS,13,4987313.069854736
CA,KY,13,229102.20285606384
CA,LA,13,1938693.0580587387
CA,MD,13,5169372.588806152
CA,MA,13,8006953.297027588
CA,MI,13,3215851.878678322
CA,MN,13,6935004.036018372
CA,MS,13,130118.69535446167
CA,MO,13,3797569.573428154
CA,MT,13,19212155.69115448
CA,NE,13,1810199.069343567
CA,NV,13,51840971.71120453
CA,NJ,13,3324568.938238144
CA,NY,13,11356570.316340446
CA,NC,13,36530.40074920654
CA,ND,13,3558259.033607483
CA,OH,13,6015561.25158596
CA,OK,13,305465.4069671631
CA,OR,13,21587460.571647644
CA,PA,13,1422291.2892990112
CA,SC,13,14507520.77117157
CA,TN,13,788246.0023479462
CA,TX,13,23815123.927924156
CA,UT,13,18092111.785137177
CA,VA,13,2063326.5010910034
CA,WA,13,43843206.22746372
CA,WI,13,2424662.9556589127
CA,WY,13,1655846.9071130753
CO,CA,13,41972.399185180664
CO,ID,13,148130.39791870117
CO,KS,13,244864.79858016968
CO,NE,13,175601.7064819336
CO,NJ,13,453316.50844573975
CO,NM,13,564446.7839813232
CO,TX,13,1098.9999866485596
CO,WY,13,8007205.438858032
CT,AL,13,10511924.503929138
CT,AR,13,26004919.05605316
CT,CA,13,848747.216796875
CT,FL,13,3976004.046508789
CT,GA,13,1260231.4940185547
CT,ID,13,266391.40185546875
CT,IL,13,9755968.106952667
CT,IN,13,31851676.214229584
CT,IA,13,8929585.141906738
CT,KY,13,6512168.818161011
CT,LA,13,74368.0
CT,ME,13,27220.800979614258
CT,MD,13,1467915.8799972534
CT,MA,13,4800039.614871979
CT,MI,13,2599039.768878937
CT,MN,13,4657387.052001953
CT,MS,13,25200075.215904236
CT,MO,13,3223892.1826171875
CT,NH,13,299033.1910171509
CT,NJ,13,2882382.9496803284
CT,NY,13,14303963.596984863
CT,NC,13,910780.8687744141
CT,OH,13,4281947.909267426
CT,OK,13,59611.2021484375
CT,OR,13,759911.287109375
CT,PA,13,3799703.5511245728
CT,SC,13,6231305.68693161
CT,TN,13,706434.7026367188
CT,TX,13,20433176.992347717
CT,UT,13,85958.3984375
CT,VA,13,94962.79907226562
CT,WA,13,363930.1065673828
CT,WV,13,1136192.7587890625
CT,WI,13,63332.80224609375
DE,MD,13,206673.3032875061
DE,PA,13,1753474.190727234
FL,AL,13,14801531.604431152
FL,AK,13,2527374.0922851562
FL,AZ,13,246320.7022075653
FL,AR,13,1269476.876701355
FL,CA,13,7305962.8374938965
FL,CO,13,39063.9990234375
FL,GA,13,255907566.3248577
FL,IL,13,9761589.165466309
FL,IN,13,1122325.1051635742
FL,IA,13,11552015.013122559
FL,KY,13,954636.7263202667
FL,LA,13,6295685.120361328
FL,ME,13,102010.79664802551
FL,MD,13,3210451.356323242
FL,MA,13,263231.4957456589
FL,MI,13,1511279.6195373535
FL,MO,13,37121.20068740845
FL,NE,13,8282712.32800293
FL,NV,13,1991780.9335327148
FL,NJ,13,5440704.514556885
FL,NM,13,27426.0
FL,NY,13,10769892.702789307
FL,NC,13,4008579.734313965
FL,ND,13,1860005.7953796387
FL,OH,13,11677778.306091309
FL,OR,13,415057.09828186035
FL,PA,13,2141289.1815185547
FL,SC,13,53150927.5357666
FL,TN,13,8897983.213104248
FL,TX,13,9105828.655098915
FL,VT,13,46829.30059814453
GA,AL,13,56912898.01889038
GA,AZ,13,1975447.676902771
GA,AR,13,11861156.657604218
GA,CA,13,59752075.284454346
GA,CT,13,3941803.9299468994
GA,DE,13,5705707.07333374
GA,FL,13,79933212.5964508
GA,ID,13,2843366.2708740234
GA,IL,13,70308159.75983429
GA,IN,13,14614457.695846558
GA,IA,13,4092649.751937866
GA,KS,13,8995698.211143494
GA,KY,13,16851238.15034485
GA,LA,13,80753350.80657196
GA,ME,13,1142431.219177246
GA,MD,13,22201915.419067383
GA,MA,13,1860826.1910972595
GA,MI,13,76508572.95753098
GA,MN,13,20065333.863990784
GA,MS,13,10819980.74961853
GA,MO,13,2982403.6875305176
GA,NE,13,1419093.5783462524
GA,NV,13,2403815.965118408
GA,NH,13,1124488.2232971191
GA,NJ,13,35244667.15467453
GA,NY,13,51796245.02576828
GA,NC,13,81095240.8567028
GA,OH,13,61802847.31832123
GA,OK,13,5317717.0838775635
GA,OR,13,13929299.561134338
GA,PA,13,23780013.372329712
GA,RI,13,4442366.728965759
GA,SC,13,70964110.93344498
GA,TN,13,45133373.659088135
GA,TX,13,173272178.13628387
GA,VT,13,10478267.371917725
GA,VA,13,6890006.859260559
GA,WA,13,3646543.3871688843
GA,WV,13,5414307.820877075
GA,WI,13,62939562.264160156
GA,WY,13,87547147.09375
ID,AZ,13,468389.3093547821
ID,CA,13,10043605.532468796
ID,CO,13,2380891.901983261
ID,CT,13,42122.40166473389
ID,FL,13,161760.49981689453
ID,GA,13,346618.50641822815
ID,IL,13,1702236.2835006714
ID,KS,13,9475.99980354309
ID,KY,13,65438.99747848511
ID,MN,13,487670.60135650635
ID,MO,13,877587.3943824768
ID,MT,13,1717360.6125926971
ID,NE,13,17746.0
ID,NV,13,124614.0
ID,NH,13,36496.59930038452
ID,NJ,13,297070.4073677063
ID,NY,13,36867.59857940674
ID,NC,13,179183.40731048584
ID,OH,13,354672.5953655243
ID,OR,13,782310.889087677
ID,PA,13,258013.99069976807
ID,SD,13,230888.90942001343
ID,TN,13,18041.999645233154
ID,TX,13,778519.9038524628
ID,UT,13,2548766.300725937
ID,WA,13,11510277.467571259
ID,WI,13,879747.6809482574
IL,AL,13,713133.0249023438
IL,AZ,13,656708.0
IL,AR,13,8249142.27081871
IL,CA,13,28097186.863433838
IL,CO,13,3992404.3454589844
IL,CT,13,2704727.368375778
IL,FL,13,8735848.585205078
IL,GA,13,20748739.502262115
IL,IN,13,50472448.94495773
IL,IA,13,48853274.44905853
IL,KS,13,24136695.090904236
IL,KY,13,15720208.597175598
IL,LA,13,1565402.9803466797
IL,MD,13,9897479.614509583
IL,MA,13,2692623.6013565063
IL,MI,13,98805677.93299866
IL,MN,13,54303542.47594452
IL,MS,13,607940.9916877747
IL,MO,13,121165680.60214233
IL,NE,13,28352996.331230164
IL,NV,13,4651560.798828125
IL,NH,13,1514603.9453125
IL,NJ,13,563812.1801757812
IL,NY,13,45337040.58027649
IL,NC,13,4792137.9170303345
IL,ND,13,5491826.053031921
IL,OH,13,129478368.77512741
IL,OK,13,11525868.719799042
IL,PA,13,10405123.614456177
IL,RI,13,468488.8205566406
IL,SC,13,18002892.602481842
IL,SD,13,5825930.03553009
IL,TN,13,10686688.762609482
IL,TX,13,27555816.20999527
IL,UT,13,9120607.71541977
IL,VA,13,1405265.9715270996
IL,WA,13,351682.59380340576
IL,WV,13,874509.3089370728
IL,WI,13,40354953.58104801
IN,AZ,13,809788.2372741699
IN,AR,13,437760.390045166
IN,CA,13,3794090.178413391
IN,CO,13,209683.19018554688
IN,DE,13,221557.70497894287
IN,FL,13,6381108.792896271
IN,GA,13,5769034.39881897
IN,IL,13,22631039.643196106
IN,IA,13,6714840.551330566
IN,KY,13,38601911.341049194
IN,MI,13,85375389.82141876
IN,MN,13,3707242.982852936
IN,MS,13,88390.5
IN,MT,13,477510.8030357361
IN,NV,13,2271425.75945282
IN,NJ,13,2574508.5359191895
IN,NY,13,826686.1188812256
IN,NC,13,188965.704246521
IN,ND,13,1426420.5999145508
IN,OH,13,116982259.85142136
IN,OK,13,5045662.920959473
IN,OR,13,1168938.3117218018
IN,PA,13,9923531.508415222
IN,SC,13,2672324.091911316
IN,TN,13,12641967.450435638
IN,TX,13,16755194.301712036
IN,VA,13,180751.19256591797
IN,WA,13,117272.99682617188
IN,WI,13,6210282.186645508
IA,AR,13,446880.0
IA,CA,13,661202.9792404175
IA,IL,13,6941460.221923828
IA,KS,13,751844.2977409363
IA,MN,13,15937941.303472519
IA,MS,13,29730.5
IA,MO,13,819790.0014801025
IA,NE,13,2254698.833705902
IA,NJ,13,223344.0
IA,NC,13,1831384.7694091797
IA,TN,13,38255.99853515625
IA,WI,13,15881109.235214233
KS,AL,13,6906361.6580200195
KS,AZ,13,14422745.497512817
KS,AR,13,5145126.9962768555
KS,CA,13,66334784.028274536
KS,CO,13,5626617.1337509155
KS,CT,13,6293373.303771973
KS,DE,13,1913134.357849121
KS,FL,13,32066659.816360474
KS,GA,13,38928091.812057495
KS,IL,13,43499795.329273224
KS,IN,13,27038061.545043945
KS,IA,13,42753035.960372925
KS,KY,13,16032622.442565918
KS,LA,13,1135165.6172180176
KS,MD,13,12659015.053894043
KS,MA,13,21555446.649902344
KS,MI,13,14018277.962875366
KS,MN,13,16803437.709487915
KS,MS,13,5205115.112472534
KS,MO,13,24397074.176883698
KS,NE,13,20895500.572040558
KS,NV,13,4805799.289794922
KS,NH,13,8165046.323059082
KS,NJ,13,21785435.842803955
KS,NY,13,13437816.918884277
KS,NC,13,19630251.189422607
KS,ND,13,1640041.593383789
KS,OH,13,16484908.07296753
KS,OK,13,4975570.484020233
KS,OR,13,4996305.675933838
KS,PA,13,48850852.61237717
KS,RI,13,5474790.0
KS,SC,13,8025467.778076172
KS,SD,13,11011674.802947998
KS,TN,13,4578761.731384277
KS,TX,13,54908712.4024353
KS,UT,13,9320719.933319092
KS,VA,13,24716513.3744812
KS,WA,13,7693518.400909424
KS,WI,13,26159797.05646515
KY,AL,13,311547.8007507324
KY,CA,13,1199914.981918335
KY,CO,13,200486.50253295898
KY,FL,13,285475.2918624878
KY,GA,13,67680.0
KY,IL,13,18990306.9992218
KY,IN,13,1737831.1840515137
KY,MD,13,115784.19735717773
KY,MA,13,544904.3063278198
KY,MO,13,264613.703704834
KY,NJ,13,3606918.275697708
KY,NY,13,2184628.5221538544
KY,NC,13,781725.2104187012
KY,OH,13,3057914.0737113953
KY,OK,13,1252302.0211715698
KY,PA,13,1406575.1899261475
KY,SC,13,861272.2982368469
KY,TN,13,537724.4135131836
KY,TX,13,121314.9005393982
KY,WA,13,198630.7964477539
KY,WV,13,1160460.8828125
KY,WI,13,392590.21437835693
LA,AL,13,8121077.216704369
LA,AR,13,9917464.807613373
LA,CA,13,50173694.74143958
LA,FL,13,4047380.8602523804
LA,GA,13,8956394.471590042
LA,IL,13,61652557.37991619
LA,IA,13,20718228.958576202
LA,KS,13,7665400.462310791
LA,KY,13,63518332.591804504
LA,MI,13,138586.79663085938
LA,MN,13,26646468.742627144
LA,MS,13,10466069.913713455
LA,MO,13,3925114.6062431335
LA,MT,13,5483408.855232239
LA,NJ,13,1646094.1886520386
LA,NM,13,3220037.957496643
LA,NC,13,4823847.010864258
LA,OH,13,21288543.905448914
LA,OK,13,32439853.79931259
LA,PA,13,35054051.87669182
LA,SC,13,2028603.9739990234
LA,SD,13,55144.60202026367
LA,TN,13,36156749.67130089
LA,TX,13,81224730.61393738
LA,WA,13,13646895.0
LA,WV,13,3338022.221069336
LA,WI,13,5793118.50094986
LA,WY,13,3196826.5
ME,CT,13,6005421.131591797
ME,MA,13,6968082.47641325
ME,NH,13,14921509.154535294
ME,NJ,13,3193359.764526367
ME,NY,13,8192294.913341522
ME,OR,13,46058.10187911987
ME,PA,13,1151699.7941894531
ME,RI,13,76693.49811553955
ME,TN,13,190521.6968650818
ME,VT,13,2157589.686920166
ME,VA,13,314558.38873291016
MD,AR,13,446614.58921813965
MD,CT,13,997409.8898239136
MD,DE,13,1723416.3660736084
MD,DC,13,1429020.7658081055
MD,IL,13,104091.0
MD,KY,13,70363.19738769531
MD,ME,13,471120.7086715698
MD,MA,13,8210.99967956543
MD,MI,13,400402.0126953125
MD,NJ,13,1003660.0119171143
MD,NY,13,718157.3872680664
MD,NC,13,1171127.3050003052
MD,PA,13,10629362.928993225
MD,RI,13,209253.0
MD,SC,13,786655.9757995605
MD,TN,13,780914.82421875
MD,TX,13,4680.599822998047
MD,VA,13,5060026.586063385
MD,WV,13,521851.605430603
MA,AR,13,1448059.2485351562
MA,CA,13,24107391.39729309
MA,CT,13,33494561.93365097
MA,GA,13,4558213.5
MA,IL,13,2083065.2416992188
MA,ME,13,1206608.4084777832
MA,MD,13,291669.00985717773
MA,MI,13,14031.99951171875
MA,MS,13,2677903.112548828
MA,MT,13,48915.39920043945
MA,NH,13,4401267.436950684
MA,NJ,13,5301.0
MA,NM,13,364585.01205444336
MA,NY,13,22126115.108810425
MA,NC,13,5306183.84765625
MA,OR,13,439973.4915924072
MA,PA,13,3923298.129422188
MA,RI,13,3746493.819458008
MA,SC,13,3498464.0
MA,TN,13,8398.599700927734
MA,TX,13,39644493.43008423
MA,VT,13,4250688.2326049805
MA,VA,13,1372244.9829101562
MA,WI,13,1143720.8697509766
MI,AL,13,5248987.897186279
MI,AZ,13,1025330.0724334717
MI,AR,13,2406566.7512817383
MI,CA,13,39007011.217926025
MI,CO,13,3118253.375518799
MI,CT,13,30582.000732421875
MI,FL,13,22847762.628412247
MI,GA,13,107246.70231628418
MI,IL,13,31322097.404943466
MI,IN,13,15415808.169969559
MI,IA,13,1952848.7844848633
MI,KS,13,1175408.379699707
MI,KY,13,2044146.4518585205
MI,MD,13,4689149.672264099
MI,MN,13,1886363.9894866943
MI,MS,13,1211572.120300293
MI,MO,13,1622064.8435058594
MI,NE,13,710772.5
MI,NJ,13,12740660.14491272
MI,NY,13,2103533.5711364746
MI,NC,13,1792920.7183532715
MI,OH,13,21293709.987556458
MI,OR,13,1254313.4793548584
MI,PA,13,5175820.968788147
MI,SC,13,4673301.799423218
MI,TN,13,3335674.1141967773
MI,TX,13,3288003.074783325
MI,VA,13,1955539.7939605713
MI,WA,13,204748.80908203125
MI,WI,13,20181389.011964798
MN,AL,13,327457.7110595703
MN,AZ,13,90080.19885253906
MN,AR,13,10825.500183105469
MN,CA,13,33287292.213737488
MN,CO,13,168539.40216064453
MN,FL,13,4113865.0
MN,GA,13,190880.20153808594
MN,IL,13,1187711.314086914
MN,IN,13,5620790.200790405
MN,IA,13,8774359.298950195
MN,KS,13,81920.39721679688
MN,KY,13,17310.0
MN,LA,13,268965.3997192383
MN,MD,13,268420.7944831848
MN,MA,13,685193.3008422852
MN,MI,13,4760416.056945801
MN,MO,13,3543424.1182022095
MN,MT,13,948497.7769165039
MN,NE,13,219634.79248046875
MN,NV,13,134981.70516204834
MN,NJ,13,456637.5
MN,NM,13,182024220.01538086
MN,NY,13,4378029.090087891
MN,NC,13,1059080.200012207
MN,ND,13,20611646.168258667
MN,OH,13,323041.6021118164
MN,OR,13,104384.19999694824
MN,PA,13,953377.118347168
MN,SC,13,476403.00665283203
MN,SD,13,6412720.835266113
MN,TN,13,101181.59655761719
MN,TX,13,5162223.696702957
MN,VT,13,470526.30477905273
MN,WA,13,15818.0
MN,WI,13,52010033.75544357
MS,AL,13,1614783.9311599731
MS,AR,13,16615734.160778046
MS,CA,13,2090885.780090332
MS,CO,13,1596229.806224823
MS,CT,13,178838.6942062378
MS,FL,13,11734033.573402405
MS,GA,13,12177068.66204834
MS,IL,13,20439304.93008423
MS,IN,13,9645353.96674347
MS,IA,13,7982537.275630951
MS,KS,13,5411206.023521423
MS,KY,13,7271223.715156555
MS,LA,13,24327438.336898804
MS,ME,13,273743.0069732666
MS,MA,13,1344386.909198761
MS,MI,13,4465459.30796814
MS,MN,13,1641123.099609375
MS,MO,13,4719297.132266998
MS,NJ,13,5357995.112476349
MS,NY,13,5978523.397918701
MS,NC,13,9142317.596553802
MS,ND,13,656335.7873954773
MS,OH,13,9554921.47182846
MS,OK,13,17900174.891166687
MS,OR,13,404648.183013916
MS,PA,13,13795353.497772217
MS,RI,13,161379.20207977295
MS,SC,13,3474148.0343818665
MS,SD,13,1184364.305557251
MS,TN,13,24096495.39610672
MS,TX,13,15151274.921401978
MS,VA,13,1977462.8478851318
MS,WV,13,1847648.3663711548
MS,WI,13,6324961.76115036
MO,AL,13,598158.6030921936
MO,AR,13,55800.0
MO,CA,13,1848508.8883895874
MO,CT,13,444411.7957878113
MO,GA,13,2293689.5340690613
MO,IL,13,22758045.206056595
MO,IN,13,499984.6959838867
MO,IA,13,156940.0
MO,KS,13,14524581.839233398
MO,KY,13,287672.0867385864
MO,MA,13,450188.1991119385
MO,MI,13,2098449.610303879
MO,MN,13,899937.6146240234
MO,NE,13,586411.698923111
MO,NH,13,227623.1957435608
MO,NJ,13,70235.69913291931
MO,NM,13,193534.396194458
MO,NY,13,963135.4704666138
MO,NC,13,208361.6036376953
MO,OH,13,5248390.983001709
MO,OK,13,2085474.162267685
MO,OR,13,525249.1056632996
MO,PA,13,1858033.6005249023
MO,RI,13,1554940.149925232
MO,SC,13,204281.99598312378
MO,TN,13,2069177.6519699097
MO,TX,13,9468094.012992859
MO,VA,13,147414.00177955627
MO,WA,13,1097742.9130058289
MO,WI,13,2613694.9852924347
MT,AL,13,418752.48624420166
MT,AZ,13,467164.5909881592
MT,AR,13,2389570.672855377
MT,CA,13,3858347.7480812073
MT,FL,13,2641023.0
MT,GA,13,2812225.6193618774
MT,IL,13,5656528.917339325
MT,IN,13,4050397.9672050476
MT,IA,13,1715885.9431152344
MT,KY,13,762551.2703399658
MT,ME,13,2740708.1625213623
MT,MD,13,529736.9209136963
MT,MA,13,101369.99645233154
MT,MI,13,2356175.032562256
MT,MN,13,2842973.421886444
MT,MO,13,1294715.9119796753
MT,NE,13,366741.00440979004
MT,NV,13,307879.9010772705
MT,NH,13,474143.4132385254
MT,NJ,13,2254611.550186157
MT,NY,13,6287521.905479431
MT,NC,13,542741.4925460815
MT,ND,13,1089636.1748008728
MT,OH,13,7500608.885940552
MT,OK,13,4201189.129707336
MT,OR,13,499516.9103088379
MT,PA,13,11494768.274009705
