source,target,commodity_code,weight
TX,MO,02,14723027.614746094
TX,MT,02,12283029.069335938
TX,NE,02,6289920.962585449
TX,NM,02,53515647.44718933
TX,OK,02,35171231.22433472
TX,OR,02,2131511.1083984375
TX,PA,02,64864013.98413086
TX,SD,02,27839.200561523438
TX,UT,02,10727433.368652344
UT,AZ,02,116867.1993484497
UT,CO,02,133705.0
UT,ID,02,3593104.096801758
UT,NV,02,1090625.885875702
UT,OR,02,26520.5
VT,ME,02,7165507.655952454
VT,NH,02,3106561.1634368896
VT,NY,02,13903265.96219635
VA,CA,02,3863429.332977295
VA,CT,02,3448492.921142578
VA,IL,02,1550240.9788513184
VA,MD,02,409632442.1575241
VA,NY,02,1081019.1244506836
VA,NC,02,82876302.4831543
VA,ND,02,3678211.6872558594
VA,OH,02,1318870.0
VA,OK,02,6049871.965209961
VA,PA,02,61910022.47277832
VA,SC,02,51724.0
VA,UT,02,702723.2311706543
WA,AZ,02,104897.09808540344
WA,CA,02,5175968.133989334
WA,CT,02,72714.59726715088
WA,FL,02,524843.9917221069
WA,ID,02,7631439.678894043
WA,MN,02,219167.90454483032
WA,MT,02,13497004.672851562
WA,NV,02,108364.79797363281
WA,NJ,02,39098.100273132324
WA,NM,02,207662.3962097168
WA,NY,02,2787852.941848755
WA,NC,02,182456.9966697693
WA,OH,02,93213.99829864502
WA,OR,02,194788681.95428467
WA,PA,02,316939.90324401855
WA,TX,02,258482.6091117859
WA,WI,02,14034.60051727295
WA,WY,02,714854.41015625
WI,IL,02,179930784.70741844
WI,IN,02,378066351.99939156
WI,IA,02,23868164.929397583
WI,MI,02,198551967.52920532
WI,MN,02,4272017.448959351
WI,MO,02,162022.49620819092
WI,NY,02,15895360.570318222
WI,NC,02,15891928.0
WI,OH,02,8855379.199705124
WI,TN,02,16019484.0
WI,TX,02,189927387.2497177
WY,CA,02,339385.3028678894
WY,CO,02,2005334.8208999634
WY,CT,02,9041.200241088867
WY,DE,02,594.9999809265137
WY,FL,02,3815.2998943328857
WY,GA,02,5791.500129699707
WY,ID,02,3271631.906890869
WY,IL,02,38664.49895095825
WY,IN,02,2784.8000450134277
WY,IA,02,5799.699926376343
WY,KY,02,91464.0
WY,MA,02,2493.200019836426
WY,MI,02,6505.300033569336
WY,MN,02,13334135.425765991
WY,MT,02,466748.10314178467
WY,NE,02,7092.100038528442
WY,NJ,02,80029.4024925232
WY,NY,02,4976.300050735474
WY,NC,02,4310.499858856201
WY,OH,02,6107.000078201294
WY,OR,02,2726.0
WY,TN,02,20856.399829864502
WY,TX,02,358926.40866470337
WY,UT,02,24843.999717712402
WY,VA,02,1523.199951171875
WY,WA,02,94872.20219802856
WY,WI,02,33322985.996730804
AL,CA,03,4174847.423828125
AL,CT,03,1028025.4296875
AL,DC,03,5434488.71875
AL,FL,03,8221178.087100983
AL,GA,03,198761590.2952137
AL,IL,03,10003936.530303955
AL,IN,03,190634.5
AL,KS,03,3647679.75595665
