state_id,label,betweenness,eigenvector,out_degree,commodity_code,commodity_name
8,CO,0.0,0.011443720912894311,0.00739707053116393,13,Nonmetallic Minerals
9,CT,0.02816326530612245,0.01710783406218037,0.15227638053634304,13,Nonmetallic Minerals
10,DE,0.0,0.006577538922722432,0.0015046067642062917,13,Nonmetallic Minerals
11,DC,0.0,0.004180433855347317,0.0,13,Nonmetallic Minerals
12,FL,0.05142857142857143,0.0207444759337685,0.3336939342462129,13,Nonmetallic Minerals
13,GA,0.14489795918367349,0.03267752667861727,1.0,13,Nonmetallic Minerals
15,HI,0.0,0.0032073148524266633,0.0,13,Nonmetallic Minerals
16,ID,0.0,0.01778232185716867,0.0279071085740931,13,Nonmetallic Minerals
17,IL,0.2869387755102041,0.052301118512638044,0.6592744764370524,13,Nonmetallic Minerals
18,IN,0.02979591836734694,0.024962725789393434,0.27188772943401157,13,Nonmetallic Minerals
19,IA,0.0,0.017146969281474918,0.035169564788064656,13,Nonmetallic Minerals
20,KS,0.07714285714285715,0.014306892238128234,0.5528947976606239,13,Nonmetallic Minerals
21,KY,0.0,0.013491977419272721,0.030151740775012707,13,Nonmetallic Minerals
22,LA,0.01469387755102041,0.012755230624717383,0.40325239947534863,13,Nonmetallic Minerals
23,ME,0.02,0.00851448708310213,0.03317392046815385,13,Nonmetallic Minerals
24,MD,0.0,0.012708832661233955,0.020369261197367716,13,Nonmetallic Minerals
25,MA,0.0,0.01480553863522777,0.12293988003304758,13,Nonmetallic Minerals
26,MI,0.019591836734693877,0.029784828251097874,0.16412918378654867,13,Nonmetallic Minerals
27,MN,0.044081632653061226,0.03127845754747184,0.26041546596819354,13,Nonmetallic Minerals
28,MS,0.0016326530612244899,0.010665139338768836,0.1923116214796918,13,Nonmetallic Minerals
29,MO,0.028571428571428574,0.030641041401603376,0.058366799330167286,13,Nonmetallic Minerals
30,MT,0.0,0.012049524147891353,0.07858313124112552,13,Nonmetallic Minerals
31,NE,0.0,0.008622067820910824,0.004987040600791471,13,Nonmetallic Minerals
