origin,destination,trade_value_usd
MA,MD,2338526826.7280426
MA,MI,2476499266.8157105
MA,MN,1473629296.197638
MA,MS,649636543.4316807
MA,MO,921002729.1238422
MA,MT,323688924.63303566
MA,NE,361890187.34085274
MA,NV,673268814.0174618
MA,NH,19874380553.700783
MA,NJ,5936091964.590617
MA,NM,200641015.77000427
MA,NY,28516657622.022675
MA,NC,3835430822.7339587
MA,ND,103008491.93855286
MA,OH,4510279076.050729
MA,OK,571080401.0666761
MA,OR,706674043.228735
MA,PA,5880755298.773655
MA,RI,5104452787.52816
MA,SC,1302122796.2706432
MA,SD,162183143.7211094
MA,TN,3406660172.0658193
MA,TX,9413704545.375996
MA,UT,603379189.1298504
MA,VT,2934796554.828979
MA,VA,2802779275.061722
MA,RoW,29316877952.319557
MA,WA,1838385887.3905993
MA,WV,659543641.9533663
MA,WI,1415713779.865027
MA,WY,887054826.3699703
MD,AL,1011330488.3722076
MD,AK,149511781.51883793
MD,AZ,657986537.9462757
MD,AR,161772742.70285225
MD,CA,6195679699.697037
MD,CO,473060353.17298603
MD,CT,1862193966.812008
MD,DE,2792358391.5482206
MD,DC,4393552792.720841
MD,FL,4047949839.7012053
MD,GA,1603151449.2048006
MD,HI,34682255.23633957
MD,ID,58896536.31587601
MD,IL,2770299510.6285086
MD,IN,1333775068.3675814
MD,IA,560098468.8485651
MD,KS,416202594.9687271
MD,KY,1320634111.8653612
MD,LA,303344167.7438526
MD,ME,394471543.02288437
MD,MA,2880414424.6868563
MD,MI,2171055674.0741262
MD,MN,485885187.6919117
MD,MS,888195184.4359522
MD,MO,774310755.7373619
MD,MT,70282327.72169685
MD,NE,527431301.60480404
MD,NV,220644090.79256248
MD,NH,620120583.6433239
MD,NJ,5705903415.099037
MD,NM,25363141.686327934
MD,NY,8099959746.838955
MD,NC,2780920305.0478573
MD,ND,225749482.09309578
MD,OH,2607838237.219884
MD,OK,508700026.2722683
MD,OR,227911599.70015717
MD,PA,13650651802.153332
MD,RI,401269644.2202492
MD,SC,936480419.4369497
MD,SD,13630701.774856567
MD,TN,928323939.747201
MD,TX,4261515650.842513
MD,UT,454918583.7220173
MD,VT,241216012.44096184
MD,VA,17487091430.931976
MD,RoW,9807755721.633299
MD,WA,804352470.4667301
MD,WV,1162896281.085536
MD,WI,859594907.1690435
MD,WY,17853672.861665726
ME,AL,94749812.11835575
ME,AK,14433345.243526459
ME,AZ,161846490.2702055
ME,AR,62719584.81813049
ME,CA,723309191.4647241
ME,CO,90780023.12945843
ME,CT,1068836263.3683405
ME,DE,13019546.966893196
ME,DC,14581376.885213852
ME,FL,421632401.8530531
ME,GA,295679629.96269226
ME,HI,22562655.838962555
ME,ID,8714076.257119179
ME,IL,405941116.46511173
ME,IN,337249977.68239594
ME,IA,40472551.6859436
ME,KS,45971303.48010063
ME,KY,131090073.48551655
ME,LA,26143673.91543579
ME,MD,148614921.10442972
ME,MA,4365378949.002081
ME,MI,438540995.4721165
ME,MN,135327798.72412014
ME,MS,58943973.58714104
ME,MO,92081390.58958054
ME,MT,9947642.027334213
ME,NE,38255058.621816635
ME,NV,45322527.95914841
ME,NH,2626926845.947785
ME,NJ,1149507127.5151625
ME,NM,17789930.0730381
ME,NY,2184337490.5264
ME,NC,409079487.51519966
ME,ND,19953753.315781593
ME,OH,296713826.2760143
ME,OK,41011667.092972755
ME,OR,127938336.49632359
ME,PA,1398384996.49541
ME,RI,500743444.9075279
ME,SC,159865247.7787056
ME,SD,19071196.68782425
ME,TN,461041216.69979525
ME,TX,436354506.3067403
ME,UT,106321501.68047047
ME,VT,625265468.7552633
ME,VA,350055018.9262829
ME,RoW,3034454105.990793
ME,WA,109623144.44404602
ME,WV,30330153.325548172
ME,WI,374111339.6122389
ME,WY,9246451.054712296
MI,AL,3790182591.197402
MI,AK,202634536.50152302
MI,AZ,3392009634.470441
MI,AR,2763089699.7414474
MI,CA,18198204836.9126
MI,CO,2015018809.6971326
MI,CT,1768740600.7828846
MI,DE,631887959.8495178
MI,DC,77934644.91099358
MI,FL,8381784032.2256
MI,GA,5366264340.17859
MI,HI,102879610.29062653
MI,ID,589748979.1740884
MI,IL,26606783858.246838
MI,IN,22156238072.186867
MI,IA,4627215756.573292
MI,KS,1656205137.617683
MI,KY,10349310540.642498
MI,LA,1634345988.4377632
MI,ME,562696735.1586761
MI,MD,4599027453.379581
MI,MA,3307800374.248719
MI,MN,6609913135.264938
MI,MS,2148845561.6748962
MI,MO,7167446640.960186
MI,MT,921735191.393981
MI,NE,937451665.1407188
MI,NV,1197597091.1933231
MI,NH,613935598.629591
MI,NJ,5334795641.789798
MI,NM,1130969931.1606407
MI,NY,9578726878.151905
MI,NC,5922568775.763148
MI,ND,1245103833.5693188
MI,OH,31330005537.7171
MI,OK,2236882531.6326785
MI,OR,1350049448.674285
MI,PA,9622196939.099947
MI,RI,124371215.62602043
MI,SC,10801342341.628757
MI,SD,341523497.8597269
MI,TN,11530905269.950567
MI,TX,27547272080.279087
MI,UT,1528456954.644285
MI,VT,229288494.70488358
MI,VA,3245624333.3693843
MI,RoW,61689818833.543564
MI,WA,2821297152.8968296
MI,WV,1240555305.6933575
MI,WI,8371928724.920596
MI,WY,221347168.8049965
MN,AL,1368572087.871563
MN,AK,158353762.0150051
MN,AZ,1769475713.6669242
MN,AR,623580609.9389307
MN,CA,11877332913.69038
MN,CO,2327613443.7416987
MN,CT,935974831.3698578
MN,DE,1263429562.4991379
MN,DC,81906365.75578141
MN,FL,6639426864.111546
MN,GA,2253882431.641843
MN,HI,92829952.70872116
MN,ID,609498123.5860901
MN,IL,14270309587.686594
MN,IN,4520893195.413867
MN,IA,9564158456.969051
MN,KS,1867595668.6537018
MN,KY,3314121593.468977
MN,LA,3036617024.2231627
MN,ME,262941984.87563038
MN,MD,1460441261.677773
MN,MA,3735326516.621114
MN,MI,5177888071.778881
MN,MS,883927147.7133939
MN,MO,3077971790.225741
MN,MT,671368815.3873496
MN,NE,2508153604.125009
MN,NV,1008727659.3535137
MN,NH,624637058.6615939
MN,NJ,4526875986.168222
MN,NM,822758306.0971465
MN,NY,4671929631.912081
MN,NC,2042509249.3598595
MN,ND,6715043743.746275
MN,OH,4674935683.96028
MN,OK,953860121.6200829
MN,OR,1228207534.3563595
MN,PA,4197892103.1938896
MN,RI,381333579.89275646
MN,SC,1367716622.497404
MN,SD,4727485149.094917
MN,TN,8180669066.657491
MN,TX,9850315829.357048
MN,UT,1263728200.9967756
MN,VT,176791259.5010414
MN,VA,3164582100.1181736
MN,RoW,21824840566.25934
MN,WA,5786741078.866711
MN,WV,315435865.09205055
MN,WI,21272907837.051147
MN,WY,200420728.5715046
MO,AL,1331337197.3835146
MO,AK,31388876.474700928
MO,AZ,2264864301.3331356
MO,AR,6165861586.03561
MO,CA,12152378056.959595
MO,CO,2989782987.095011
MO,CT,1091406685.9114597
MO,DE,250454163.98052883
MO,DC,51992854.12514496
MO,FL,4368886523.119856
MO,GA,4283494291.0063868
MO,HI,329905004.2190571
MO,ID,304853157.5761242
MO,IL,22024002284.853916
MO,IN,6349112172.142132
MO,IA,6174302459.691014
MO,KS,14285353096.880787
MO,KY,4298061241.238319
MO,LA,3074772398.46023
MO,ME,344893932.5205517
MO,MD,7313634333.71809
MO,MA,1086530641.809278
MO,MI,5268308723.611769
MO,MN,3135637422.5550804
MO,MS,1426963550.646106
MO,MT,550773714.0120955
MO,NE,4398698471.550254
MO,NV,1216707791.0562038
MO,NH,196569320.1638317
MO,NJ,6966548256.407053
MO,NM,687414052.6808271
MO,NY,5504625698.627954
MO,NC,3044840608.460705
MO,ND,1261898527.0190282
MO,OH,4437862750.139876
MO,OK,4217033968.25286
MO,OR,1449416112.57411
MO,PA,9821174509.579123
MO,RI,83451086.82129574
MO,SC,1717519412.4557734
MO,SD,696679225.1520395
MO,TN,5645304770.714131
MO,TX,14688373335.214859
MO,UT,1149327223.7975597
MO,VT,164733832.36412907
MO,VA,3756739266.5952888
MO,RoW,14889574911.372976
MO,WA,2172478477.2578835
MO,WV,488945689.4154062
MO,WI,4020780730.895433
MO,WY,222619465.1855507
MS,AL,6875824694.083902
MS,AK,43844811.85013962
MS,AZ,750025890.263596
MS,AR,2957355402.207259
MS,CA,8029730831.163803
MS,CO,1788839023.6833696
MS,CT,297203533.8882783
MS,DE,78998916.30145073
MS,DC,42455286.24015808
MS,FL,6435559654.674554
MS,GA,5267153188.068746
MS,HI,79413391.67803288
MS,ID,167846077.24990845
MS,IL,4371664026.266355
MS,IN,1324980623.4130392
MS,IA,653127431.9111414
MS,KS,523237135.67974186
MS,KY,1035275080.8697472
MS,LA,6767870151.809589
MS,ME,89614034.44207382
MS,MD,361522028.85831356
MS,MA,2460328858.814622
MS,MI,5859227163.7593565
MS,MN,806474336.8191547
MS,MO,3099964331.449102
MS,MT,54668000.63702297
MS,NE,362316280.2744484
MS,NV,382329357.2570553
MS,NH,185730009.19921303
MS,NJ,1731159807.040013
MS,NM,252741992.9339466
MS,NY,1301924851.4496627
MS,NC,2179941830.407713
MS,ND,173143114.46735764
MS,OH,3566635226.47007
MS,OK,3189037513.689184
MS,OR,2333805368.1896715
MS,PA,3320621688.9243116
MS,RI,53451865.364479065
MS,SC,1224785878.7746086
MS,SD,87217392.05314064
MS,TN,8136151217.666237
MS,TX,8400711750.357512
MS,UT,2071611473.4093175
MS,VT,28981468.724243164
MS,VA,4798401997.318341
MS,RoW,11378557728.531378
MS,WA,926911214.6948161
MS,WV,177542248.0527134
MS,WI,954924145.3593855
MS,WY,53470024.69879913
MT,AL,24137751.697841644
MT,AK,26433080.565652847
MT,AZ,94666776.49626684
MT,AR,25730240.940868378
MT,CA,847022908.261581
MT,CO,222457938.06099892
MT,CT,7140261.164505005
MT,DE,6608291.3825035095
MT,DC,729558.7097091675
MT,FL,105048289.29345608
MT,GA,54210117.569458246
MT,HI,7834539.194318771
MT,ID,415060889.58367014
MT,IL,244791909.58705854
MT,IN,118491876.59551191
MT,IA,49081034.40715599
MT,KS,119090894.47739434
MT,KY,19156571.110221863
MT,LA,18632958.12629509
MT,ME,7302458.212976456
MT,MD,66232255.21316147
MT,MA,31025103.110774517
MT,MI,105701983.40737772
MT,MN,430141524.2200825
MT,MS,13698211.031783104
MT,MO,77867478.40363121
MT,NE,139049268.51273155
MT,NV,74922748.64809394
MT,NH,2906204.6084251404
MT,NJ,53921133.52515745
MT,NM,23075582.524528503
MT,NY,169947836.21036482
MT,NC,104152723.47804093
MT,ND,452546433.32975864
MT,OH,140775697.4891498
MT,OK,40551047.90104294
MT,OR,974303037.771255
MT,PA,162873629.3390429
MT,RI,2453678.56489563
MT,SC,18872816.638711452
MT,SD,190859980.99563122
MT,TN,287988153.01265144
MT,TX,376130362.1785495
MT,UT,303231002.9578562
MT,VT,8379384.258682251
MT,VA,37991256.50913334
MT,RoW,1870825657.4949481
MT,WA,2662605818.6621323
MT,WV,49745515.840727806
MT,WI,208598531.65687442
MT,WY,808331373.732647
NC,AL,3729703650.713784
NC,AK,135130975.06145668
NC,AZ,2585571692.366458
NC,AR,2213370824.4641275
NC,CA,14393270615.31369
NC,CO,1741548147.1968412
NC,CT,1473487335.5300343
NC,DE,1388636598.4118452
NC,DC,265643653.05845165
NC,FL,16082503441.503138
NC,GA,19300006633.340897
NC,HI,125636309.88308716
NC,ID,502405935.355525
NC,IL,10889856608.410667
NC,IN,10210956974.150936
NC,IA,1600728823.9846907
NC,KS,1237022637.63933
NC,KY,4511120872.63323
NC,LA,1762425370.245472
NC,ME,777876640.1730461
NC,MD,4443083151.737519
NC,MA,3858509953.7573624
NC,MI,4693943314.464197
NC,MN,3007443717.632877
NC,MS,1756041337.8325894
NC,MO,2815325276.398098
NC,MT,730002035.0458355
NC,NE,680865350.244175
NC,NV,1083769817.1108208
NC,NH,594482632.5856647
NC,NJ,5034629140.672844
NC,NM,379039087.7086253
NC,NY,18732599593.473442
NC,ND,667307662.209898
NC,OH,17315086017.00473
NC,OK,1517575649.900053
NC,OR,2001788434.397256
NC,PA,12021969584.968082
NC,RI,457615249.0517187
NC,SC,30207142733.72717
NC,SD,307453284.6651039
NC,TN,10260242008.811586
NC,TX,16317885556.297594
NC,UT,1041166243.6103773
NC,VT,309600216.9151523
NC,VA,23184178966.228836
NC,RoW,34580694169.55295
NC,WA,3176093549.480315
NC,WV,1450349374.8073854
NC,WI,3201933259.5791483
NC,WY,389700339.0590725
ND,AL,104619676.21611786
ND,AK,7883684.549528122
ND,AZ,180202542.93242836
ND,AR,119899499.13758278
ND,CA,962148169.4687843
ND,CO,220289884.87976074
ND,CT,86446976.15961075
ND,DE,15020900.885757446
ND,DC,23132.799530029297
ND,FL,460015727.11382294
ND,GA,473697868.84597063
ND,HI,159468.99502944946
ND,ID,219285687.11107635
ND,IL,1454494923.5181046
ND,IN,299394038.5621743
ND,IA,872912080.176033
ND,KS,108559412.20866632
ND,KY,118305723.21007872
ND,LA,290316841.06272507
ND,ME,21939517.40473938
ND,MD,160390035.99323654
ND,MA,170346709.93645477
ND,MI,392374770.0493698
ND,MN,7289498732.735037
ND,MS,61583928.822128296
ND,MO,278277404.60606384
ND,MT,585817519.7376318
ND,NE,391646348.2736759
ND,NV,22581787.6864357
ND,NH,2868675.685405731
ND,NJ,363200981.1909418
ND,NM,61994314.91069603
ND,NY,539324362.4466772
ND,NC,258904662.67890358
ND,OH,490892899.9434767
ND,OK,114786817.8043518
ND,OR,915895469.455822
ND,PA,387801258.66561556
ND,RI,1879007.9673843384
ND,SC,37972549.991378784
ND,SD,1562382102.0269842
ND,TN,147786589.29334164
ND,TX,1266664412.9910307
ND,UT,120532327.53634071
ND,VT,70479667.0256958
ND,VA,169998152.5261221
ND,RoW,5897700596.909243
ND,WA,2947625933.589906
ND,WV,5504274.529750824
ND,WI,941370418.7053375
ND,WY,38498441.991292
NE,AL,254069680.64042473
NE,AK,24148106.010967255
NE,AZ,830695344.6416665
NE,AR,987418296.8771238
NE,CA,5495484532.405433
NE,CO,1893981385.1099954
NE,CT,252690042.80148983
NE,DE,37600553.77389145
NE,DC,22648181.365768433
NE,FL,1742580779.446757
NE,GA,1047871526.4856005
NE,HI,60276406.67414665
NE,ID,404683210.3000326
NE,IL,4276578527.4326825
NE,IN,1406145723.7853436
NE,IA,7384371230.898257
NE,KS,4588061627.313697
NE,KY,406480663.83314323
NE,LA,1082524038.7925625
NE,ME,228448020.1980343
NE,MD,616865730.154252
NE,MA,494761750.037241
NE,MI,1477175022.710515
NE,MN,1894798296.3467577
NE,MS,278713003.6170845
NE,MO,2781392394.873638
NE,MT,566865529.4673395
NE,NV,417159187.97278976
NE,NH,17595042.694699287
NE,NJ,858441924.1065708
NE,NM,193836617.2203951
NE,NY,899612774.4594007
NE,NC,1141733208.6049945
NE,ND,1170339279.9853258
NE,OH,1365134656.2101603
NE,OK,736559228.7572894
NE,OR,895486897.7590759
NE,PA,1103528644.2897322
NE,RI,79140430.09862518
NE,SC,288587892.58417654
NE,SD,2240452952.252022
NE,TN,1049314962.9336557
NE,TX,6023585414.128262
NE,UT,669107451.7249861
NE,VT,53302254.400657654
NE,VA,396018821.0676079
NE,RoW,7465749571.804409
NE,WA,1135543971.767251
NE,WV,55728614.12853336
NE,WI,1948285162.471417
NE,WY,439475373.0157566
NH,AL,181238397.00513363
NH,AK,163596802.63752842
NH,AZ,447832319.1612129
NH,AR,161754396.33102036
NH,CA,2430673282.564991
NH,CO,216626554.1510315
NH,CT,1418115428.9752107
NH,DE,321959778.2377796
NH,DC,124400025.90754604
NH,FL,968769042.9345949
NH,GA,906885916.630435
NH,HI,28458122.19692135
NH,ID,93376010.13758469
NH,IL,1309482299.1341403
NH,IN,708384105.2811317
NH,IA,261489826.7679777
NH,KS,134730020.85061884
NH,KY,598823935.6683416
NH,LA,132009596.58609867
NH,ME,2239303733.657571
NH,MD,1107065596.9846601
NH,MA,7655535161.117171
NH,MI,728894107.4097805
NH,MN,462611298.614696
NH,MS,127252441.27236462
NH,MO,279874637.1870887
NH,MT,52313220.260635376
NH,NE,88318827.99490547
NH,NV,83751117.51253605
NH,NJ,1853911022.1457298
NH,NM,67158285.87095451
NH,NY,3400413778.6585593
NH,NC,691026627.1742525
NH,ND,34759942.4072361
NH,OH,1058909136.6309848
NH,OK,91353817.36353493
NH,OR,183372452.02519035
NH,PA,1104292479.3417618
NH,RI,898454853.686986
NH,SC,281686542.46140385
NH,SD,15187980.46177864
NH,TN,440137996.85660005
NH,TX,2535576784.6249514
NH,UT,173822695.283041
NH,VT,1231991465.4080353
NH,VA,418289180.29419994
NH,RoW,5372159325.557152
NH,WA,280630971.76931
NH,WV,44750181.20918846
NH,WI,369153105.19197273
NH,WY,38361925.14319801
NJ,AL,1581881433.1394472
NJ,AK,227476578.78708267
NJ,AZ,2232129974.550803
NJ,AR,1599737760.2734447
NJ,CA,15648949698.36568
NJ,CO,1409350749.555056
NJ,CT,9027868687.398148
NJ,DE,3894809256.930083
NJ,DC,726369547.0137596
NJ,FL,13091667114.533825
NJ,GA,6167797459.59584
NJ,HI,482743192.4760444
NJ,ID,401213940.70046425
NJ,IL,8958332031.882294
NJ,IN,5409719492.104658
NJ,IA,1084447644.8528624
NJ,KS,1169659966.1778736
NJ,KY,3498891506.007209
NJ,LA,1918406737.522129
NJ,ME,1229073469.9521475
NJ,MD,15124209065.323818
NJ,MA,11338493421.603312
NJ,MI,4620463616.727777
NJ,MN,1885649706.3838246
NJ,MS,4531671816.768196
NJ,MO,2562304469.090828
NJ,MT,763981049.497633
NJ,NE,630249722.6509838
NJ,NV,1031634431.341672
NJ,NH,1992968914.0791504
NJ,NM,252720033.07079816
NJ,NY,78019106120.25935
NJ,NC,9431641623.818272
NJ,ND,431256124.3132725
NJ,OH,14350989199.104822
NJ,OK,1143054342.6792195
NJ,OR,1906797430.38562
NJ,PA,47515489508.37826
NJ,RI,1203348397.575634
NJ,SC,3982100260.3046813
NJ,SD,222229933.96853065
NJ,TN,5525394906.003172
NJ,TX,13406671804.251303
NJ,UT,1318983692.9023933
NJ,VT,1650708736.17585
NJ,VA,8360987064.416125
NJ,RoW,36144501240.51635
NJ,WA,2187823255.523817
NJ,WV,1047920325.1878252
NJ,WI,2255861344.1559362
NJ,WY,235089154.51779366
NM,AL,115667041.84595251
NM,AK,34589717.1582489
NM,AZ,716806773.5219383
NM,AR,10503452.346054077
NM,CA,2262968243.3455586
NM,CO,1211527623.0022116
NM,CT,103379605.36928844
NM,DE,1700975.13808918
NM,DC,3534096.4665374756
NM,FL,404852313.6269407
NM,GA,113170343.74790955
NM,HI,8917487.21979618
NM,ID,75757370.53960228
NM,IL,335339134.8019104
NM,IN,81869581.26443863
NM,IA,11667852.333266258
NM,KS,160452350.48931503
NM,KY,147739443.82434464
NM,LA,31345360.457530975
NM,ME,9570187.278234482
NM,MD,44768607.0814476
NM,MA,97588281.92622185
NM,MI,139150751.49699736
NM,MN,129581642.09723473
NM,MS,50719543.230591774
NM,MO,472765906.6043811
NM,MT,21967113.46099472
NM,NE,46720308.76535416
NM,NV,41050956.13737488
NM,NH,15969898.951530457
NM,NJ,63547936.99342346
NM,NY,149682185.03186464
NM,NC,48159286.93313217
NM,ND,14300313.075754166
NM,OH,202644937.40938377
NM,OK,41039276.499736786
NM,OR,696689466.5942612
NM,PA,202488376.85262966
NM,RI,3515940.5301570892
NM,SC,37432352.73777962
NM,SD,12850423.677703857
NM,TN,670958123.9693832
NM,TX,4754613722.509102
NM,UT,170949329.71562862
NM,VT,11734811.561653137
NM,VA,58538055.70521927
NM,RoW,3708768146.2983227
NM,WA,61228317.02536774
NM,WV,13849461.557861328
NM,WI,332741515.11195946
NM,WY,92378186.05350494
NV,AL,122387639.54170036
NV,AK,307352110.652061
NV,AZ,1767337415.2384691
NV,AR,86837160.7770052
NV,CA,16557306696.967394
NV,CO,1003766066.7227592
NV,CT,89496594.67887688
NV,DE,73415629.73926544
NV,DC,17629299.89099884
NV,FL,1127129080.9509509
NV,GA,595719006.3266311
NV,HI,115990986.34604836
NV,ID,400153383.0878887
NV,IL,485685708.976166
NV,IN,171789142.36667728
NV,IA,218559931.15915585
NV,KS,286797367.4793267
NV,KY,300154041.4161625
NV,LA,113773003.29596424
NV,ME,46313022.00738907
NV,MD,282385802.0554404
NV,MA,298310251.4581175
NV,MI,613389884.4726987
NV,MN,233858528.61584187
NV,MS,189477445.69356823
NV,MO,205879956.80932045
NV,MT,430486517.1448214
NV,NE,89649371.17634201
NV,NH,123706642.58085155
NV,NJ,260336672.7402376
NV,NM,182738746.78179455
NV,NY,598071482.1317047
NV,NC,293659588.8455162
NV,ND,81703926.39382744
NV,OH,514115322.7279872
NV,OK,350507408.5591588
NV,OR,1191536151.7509654
NV,PA,746658982.766799
NV,RI,4732070.525808334
NV,SC,144366029.45116997
NV,SD,45489399.03011322
NV,TN,405237027.9250188
NV,TX,3098595973.7085266
NV,UT,2167842834.0218883
NV,VT,23983824.37821579
NV,VA,268784262.645453
NV,RoW,12749320186.081669
NV,WA,1990771345.214926
NV,WV,49450395.38513374
NV,WI,433352448.57968664
NV,WY,137077771.05116558
NY,AL,3141587936.0172405
NY,AK,449493995.93951607
NY,AZ,2832184747.901641
NY,AR,1627905728.8657854
NY,CA,23306827424.297043
NY,CO,2415207617.6135406
NY,CT,11168287385.47269
NY,DE,1372922425.257784
NY,DC,354683158.2008252
NY,FL,14181362427.058964
NY,GA,6914237440.689697
NY,HI,388687132.9580202
NY,ID,971840009.4703045
NY,IL,11071050177.042894
NY,IN,5624197251.174534
NY,IA,1952383430.3352017
NY,KS,1171830513.0287733
NY,KY,10264735502.92059
NY,LA,1419921462.3573446
NY,ME,2169012369.9278717
NY,MD,4995396817.247871
NY,MA,15581540588.012241
NY,MI,7417834659.159168
NY,MN,2868603257.6881285
NY,MS,5307338308.393603
NY,MO,2957405970.7317643
NY,MT,484281198.932665
NY,NE,565866473.7944124
NY,NV,1592160893.4520593
NY,NH,2996166017.496789
NY,NJ,50635456803.16418
NY,NM,542867713.9481342
NY,NC,7221400396.107885
NY,ND,971969402.4222162
NY,OH,14458921621.891438
NY,OK,2139050149.3637736
NY,OR,2646221641.0057416
NY,PA,32068917468.334633
NY,RI,1911556104.1763806
NY,SC,4174072299.5477767
NY,SD,291774300.30928755
NY,TN,6262077634.541288
NY,TX,19147503305.070515
NY,UT,1398034006.6165648
NY,VT,3585381875.1644697
NY,VA,5576700259.366413
NY,RoW,80960415706.10913
NY,WA,3674728701.726673
NY,WV,877664256.1605945
NY,WI,3917154123.637985
NY,WY,165047677.40204525
OH,AL,5007446959.106696
OH,AK,169240639.26171303
OH,AZ,2294906891.9360733
OH,AR,2092062474.7102776
OH,CA,16925491463.240396
OH,CO,2607417557.912819
OH,CT,2684937133.1983347
OH,DE,591571488.4178867
OH,DC,298774542.1633997
OH,FL,10106428087.32193
OH,GA,10185690465.921627
OH,HI,424435582.52952385
OH,ID,331978099.5589218
OH,IL,27161536205.60187
OH,IN,34149859888.923943
OH,IA,3046743545.0436354
OH,KS,4674375101.557651
OH,KY,23108901153.935257
OH,LA,2725593664.82243
OH,ME,1051034755.4656725
OH,MD,6103648520.619303
OH,MA,3867083834.1911736
OH,MI,41374696380.06886
OH,MN,4862406264.476501
OH,MS,2734606782.584076
OH,MO,6979649767.629365
OH,MT,1537493694.330472
OH,NE,1864130801.867239
OH,NV,826286376.8396149
OH,NH,1058724642.7930632
OH,NJ,9357224343.902786
OH,NM,682348537.9654045
OH,NY,13418165230.715054
OH,NC,8966673201.585754
OH,ND,1205363884.8486326
OH,OK,4800459136.724827
OH,OR,1372848297.2429876
OH,PA,30476503814.133045
OH,RI,405094086.15528584
OH,SC,4276949815.2749596
OH,SD,395481762.2051902
OH,TN,11100709836.739023
OH,TX,22556792258.935913
OH,UT,1589987451.1153226
OH,VT,267851042.96841812
OH,VA,9990796040.514727
OH,RoW,50944989749.385345
OH,WA,3412985195.485755
OH,WV,7186463937.279906
OH,WI,8804020154.762484
OH,WY,176926281.9193821
OK,AL,827325530.0270195
OK,AK,14475212.665203094
OK,AZ,1017094018.6391175
OK,AR,3334542859.394374
OK,CA,5168703710.613575
OK,CO,1650590430.6741037
OK,CT,168526675.46307564
OK,DE,89060755.7867322
OK,DC,3912326.0487480164
OK,FL,1668930653.9357748
OK,GA,1368542318.5830138
OK,HI,33130532.50474167
OK,ID,219624465.6390705
OK,IL,2368219595.4399858
OK,IN,872053436.4302654
OK,IA,859604298.6113801
OK,KS,4134778450.3694277
OK,KY,529294532.3808632
OK,LA,2336158495.9206944
OK,ME,316377838.8315487
OK,MD,493849766.51866436
OK,MA,238425509.21917534
OK,MI,1508826609.859772
OK,MN,702527568.0143175
OK,MS,525928906.6159649
OK,MO,2327082795.817128
OK,MT,452773436.90450335
OK,NE,648885343.5471001
OK,NV,295306138.55742645
OK,NH,64915640.14578819
OK,NJ,767919777.7552919
OK,NM,719582611.3001528
OK,NY,1160233167.6940901
OK,NC,1112112233.5825567
OK,ND,393716911.49158
OK,OH,1541864278.8500307
OK,OR,404008941.6700306
OK,PA,1629190317.1354291
OK,RI,7941911.9643268585
OK,SC,695323523.6044312
OK,SD,87093751.71451569
OK,TN,1580403542.2814095
OK,TX,25468737153.62122
OK,UT,329708362.14705753
OK,VT,143558165.4241104
OK,VA,561407022.4065142
OK,RoW,5498608078.530248
OK,WA,1771470847.5659046
OK,WV,210528888.47737885
OK,WI,889578809.0618548
OK,WY,349048949.0633869
OR,AL,748628155.2380929
OR,AK,465358883.33772945
OR,AZ,2416982208.583021
OR,AR,75706603.42825985
OR,CA,16174057550.627296
OR,CO,1068995697.886179
OR,CT,503552785.19067097
OR,DE,27586007.12023449
OR,DC,21774049.92641449
OR,FL,1403760462.1300738
OR,GA,934575224.8298368
OR,HI,297992214.2107449
OR,ID,3386891274.0513678
OR,IL,2251702733.6381335
OR,IN,868193146.1811962
OR,IA,595884355.772999
OR,KS,325611122.1622858
OR,KY,655115837.2932701
OR,LA,358973974.5889044
OR,ME,139572156.8805027
OR,MD,535041464.48384666
OR,MA,713269725.8684082
OR,MI,1007000625.0737199
OR,MN,865361017.948566
OR,MS,229857184.0133295
OR,MO,775719987.3333526
OR,MT,1400872302.2020433
OR,NE,187180893.52488407
OR,NV,1019770564.04091
OR,NH,59229024.21163559
OR,NJ,821528335.8681812
OR,NM,235320214.14160728
OR,NY,1574148870.7188735
OR,NC,1082889680.4895892
OR,ND,268216170.2735122
OR,OH,1454312531.6457005
OR,OK,343716460.40528965
OR,PA,1156153018.327125
OR,RI,14159406.815579414
OR,SC,552163670.6085081
OR,SD,135342547.65779904
OR,TN,5351670765.963755
OR,TX,3073951801.369931
OR,UT,1460583641.1608906
OR,VT,83802970.7743721
OR,VA,698265074.8759308
OR,RoW,22481494502.63665
OR,WA,29528176037.56655
OR,WV,98469878.10006142
OR,WI,711503973.5543311
OR,WY,196405956.3091054
PA,AL,2773948945.228465
PA,AK,818819370.45681
PA,AZ,2988071491.6277657
PA,AR,1576977272.8602684
PA,CA,15770752079.239002
PA,CO,4102471419.0411863
PA,CT,7680324044.268772
PA,DE,4494823650.513188
PA,DC,1302270526.1725998
PA,FL,12854285985.769186
PA,GA,9105451693.588501
PA,HI,295603118.15608215
PA,ID,699022702.1143868
PA,IL,12309071842.76161
PA,IN,10188460637.76562
PA,IA,2488271963.075226
PA,KS,1920934498.710247
PA,KY,6971075295.488716
PA,LA,1639351098.788358
PA,ME,4465197746.902702
PA,MD,22765779463.828663
PA,MA,12127258928.86194
PA,MI,8676017130.966286
PA,MN,2468746260.9047847
PA,MS,5607611932.180616
PA,MO,5265185534.416167
PA,MT,834197641.5935507
PA,NE,1142588390.2856178
PA,NV,1153311348.229516
PA,NH,2552033378.9026294
PA,NJ,58415974416.93119
